Région de l’établissement,Filière de formation très agrégée,Effectif total des candidats pour une formation,Effectif des admis néo bacheliers,Region Code
Ile-de-France,CPGE,2685,46,11
Auvergne-Rhône-Alpes,BTS,194,10,84
Grand Est,CPGE,493,43,44
Grand Est,BTS,344,22,44
Grand Est,BTS,82,13,44
Grand Est,BTS,195,9,44
Occitanie,BTS,1294,21,76
Occitanie,BTS,387,16,76
Grand Est,BTS,405,22,44
Grand Est,BTS,266,17,44
Grand Est,CPGE,2183,97,44
Grand Est,CPGE,498,45,44
Ile-de-France,BTS,999,28,11
Ile-de-France,CPGE,2532,96,11
Provence Alpes Côte d'Azur,BTS,767,25,93
Ile-de-France,BTS,2591,21,11
Provence Alpes Côte d'Azur,CPGE,260,40,93
Provence Alpes Côte d'Azur,Autre formation,745,36,93
Auvergne-Rhône-Alpes,BTS,682,18,84
Auvergne-Rhône-Alpes,BTS,1033,31,84
Auvergne-Rhône-Alpes,BTS,921,20,84
Auvergne-Rhône-Alpes,Autre formation,624,16,84
Auvergne-Rhône-Alpes,BTS,84,14,84
Occitanie,BTS,682,52,76
Grand Est,BTS,437,15,44
Grand Est,BTS,568,15,44
Grand Est,BTS,476,32,44
Nouvelle-Aquitaine,BTS,97,15,75
Provence Alpes Côte d'Azur,CPGE,1035,89,93
Auvergne-Rhône-Alpes,BTS,263,20,84
Provence Alpes Côte d'Azur,BTS,359,33,93
Occitanie,BTS,405,25,76
Ile-de-France,BTS,585,26,11
Ile-de-France,BTS,781,22,11
Ile-de-France,CPGE,627,36,11
Auvergne-Rhône-Alpes,BTS,658,23,84
Bretagne,BTS,800,31,53
Ile-de-France,CPGE,1622,40,11
Ile-de-France,CPGE,1829,90,11
Ile-de-France,BTS,1032,15,11
Ile-de-France,BTS,1332,13,11
Ile-de-France,BTS,293,11,11
Ile-de-France,BTS,709,10,11
Grand Est,BTS,131,11,44
Ile-de-France,CPGE,4352,124,11
Ile-de-France,CPGE,1554,28,11
Ile-de-France,CPGE,2759,47,11
Ile-de-France,CPGE,496,44,11
Ile-de-France,BTS,893,31,11
Bretagne,BTS,286,25,53
Nouvelle-Aquitaine,CPGE,707,39,75
Nouvelle-Aquitaine,CPGE,444,17,75
Occitanie,BTS,196,16,76
Occitanie,BTS,242,14,76
Occitanie,CPGE,399,29,76
Occitanie,BTS,126,14,76
Nouvelle-Aquitaine,BTS,91,10,75
Nouvelle-Aquitaine,BTS,83,11,75
Bretagne,BTS,198,18,53
Bretagne,BTS,300,11,53
Normandie,BTS,186,21,28
Normandie,BTS,36,3,28
Ile-de-France,BTS,230,23,11
Ile-de-France,BTS,375,27,11
Ile-de-France,BTS,109,10,11
Ile-de-France,BTS,87,9,11
Ile-de-France,BTS,459,26,11
Ile-de-France,CPGE,212,19,11
Ile-de-France,BTS,1334,21,11
Ile-de-France,BTS,2471,35,11
Ile-de-France,BTS,1463,29,11
Bretagne,BTS,441,26,53
Occitanie,CPGE,880,48,76
Occitanie,BTS,853,21,76
Grand Est,BTS,105,10,44
Bourgogne-Franche-Comté,BTS,172,20,27
Provence Alpes Côte d'Azur,BTS,583,32,93
Occitanie,BTS,2021,29,76
Occitanie,BTS,2563,25,76
Normandie,BTS,140,20,28
Auvergne-Rhône-Alpes,BTS,252,11,84
Auvergne-Rhône-Alpes,Autre formation,36,4,84
Occitanie,BTS,552,26,76
Provence Alpes Côte d'Azur,CPGE,186,30,93
Provence Alpes Côte d'Azur,BTS,324,18,93
Provence Alpes Côte d'Azur,BTS,389,25,93
Pays de la Loire,BTS,200,15,52
Pays de la Loire,BTS,494,24,52
Auvergne-Rhône-Alpes,CPGE,1450,38,84
Ile-de-France,BTS,259,24,11
Ile-de-France,BTS,136,11,11
Normandie,BTS,538,23,28
Normandie,Autre formation,894,19,28
Normandie,Autre formation,524,8,28
Grand Est,CPGE,1225,47,44
Grand Est,BTS,287,24,44
Grand Est,BTS,770,28,44
Ile-de-France,BTS,504,15,11
Ile-de-France,BTS,451,32,11
Grand Est,Autre formation,16,2,44
Grand Est,BTS,74,8,44
Grand Est,BTS,165,23,44
Auvergne-Rhône-Alpes,CPGE,185,13,84
Bretagne,BTS,221,14,53
Grand Est,BTS,343,34,44
Nouvelle-Aquitaine,BTS,64,15,75
Nouvelle-Aquitaine,BTS,154,24,75
Nouvelle-Aquitaine,BTS,306,29,75
Nouvelle-Aquitaine,BTS,310,26,75
Ile-de-France,BTS,52,3,11
Occitanie,BTS,134,13,76
Grand Est,BTS,180,18,44
Grand Est,BTS,275,16,44
Bretagne,BTS,648,26,53
Bourgogne-Franche-Comté,Autre formation,94,6,27
Auvergne-Rhône-Alpes,BTS,52,9,84
Normandie,Autre formation,895,23,28
Normandie,BTS,230,23,28
Normandie,BTS,82,15,28
Normandie,BTS,214,26,28
Normandie,BTS,316,26,28
Provence Alpes Côte d'Azur,BTS,122,15,93
Normandie,Autre formation,323,22,28
Pays de la Loire,CPGE,464,35,52
Occitanie,CPGE,2974,93,76
Ile-de-France,BTS,1414,29,11
Grand Est,BTS,555,32,44
Bourgogne-Franche-Comté,BTS,287,16,27
Bretagne,BTS,599,23,53
Auvergne-Rhône-Alpes,BTS,113,13,84
Auvergne-Rhône-Alpes,BTS,279,21,84
Provence Alpes Côte d'Azur,BTS,220,24,93
Occitanie,BTS,423,30,76
Auvergne-Rhône-Alpes,BTS,138,14,84
Auvergne-Rhône-Alpes,Autre formation,86,5,84
Occitanie,BTS,2003,35,76
Occitanie,Autre formation,993,36,76
Bourgogne-Franche-Comté,BTS,229,24,27
Bretagne,CPGE,165,24,53
Bretagne,BTS,739,32,53
Bretagne,BTS,536,21,53
Bourgogne-Franche-Comté,BTS,115,18,27
Bourgogne-Franche-Comté,BTS,69,9,27
Ile-de-France,BTS,2602,27,11
Normandie,BTS,215,19,28
Ile-de-France,BTS,2440,21,11
Auvergne-Rhône-Alpes,CPGE,605,33,84
Normandie,BTS,94,12,28
Bretagne,BTS,554,24,53
Bretagne,Autre formation,366,12,53
Grand Est,CPGE,1781,127,44
Nouvelle-Aquitaine,BTS,576,30,75
Nouvelle-Aquitaine,BTS,485,17,75
Occitanie,BTS,192,19,76
Occitanie,BTS,532,29,76
Auvergne-Rhône-Alpes,CPGE,691,37,84
Auvergne-Rhône-Alpes,BTS,149,15,84
Auvergne-Rhône-Alpes,BTS,1165,22,84
Auvergne-Rhône-Alpes,BTS,1176,40,84
Auvergne-Rhône-Alpes,BTS,1733,28,84
Auvergne-Rhône-Alpes,BTS,72,7,84
Auvergne-Rhône-Alpes,BTS,719,10,84
Auvergne-Rhône-Alpes,Autre formation,524,11,84
Bretagne,CPGE,377,28,53
Bretagne,CPGE,524,73,53
Auvergne-Rhône-Alpes,BTS,228,13,84
Grand Est,BTS,228,19,44
Auvergne-Rhône-Alpes,BTS,89,4,84
Auvergne-Rhône-Alpes,CPGE,114,10,84
Ile-de-France,BTS,103,15,11
Provence Alpes Côte d'Azur,BTS,79,3,93
Provence Alpes Côte d'Azur,BTS,93,2,93
Ile-de-France,CPGE,1792,48,11
Ile-de-France,CPGE,2546,100,11
Ile-de-France,CPGE,1095,93,11
Bourgogne-Franche-Comté,BTS,475,22,27
Ile-de-France,BTS,922,32,11
Grand Est,BTS,362,25,44
Occitanie,BTS,150,19,76
Bourgogne-Franche-Comté,BTS,386,23,27
Bourgogne-Franche-Comté,BTS,709,17,27
Bourgogne-Franche-Comté,Autre formation,531,31,27
Grand Est,Autre formation,647,14,44
Grand Est,Autre formation,270,15,44
Bretagne,BTS,216,18,53
Ile-de-France,BTS,177,29,11
Bourgogne-Franche-Comté,BTS,114,10,27
Ile-de-France,BTS,743,31,11
Pays de la Loire,BTS,414,9,52
Provence Alpes Côte d'Azur,BTS,154,11,93
Provence Alpes Côte d'Azur,BTS,501,21,93
Provence Alpes Côte d'Azur,BTS,293,22,93
Ile-de-France,BTS,819,20,11
Nouvelle-Aquitaine,BTS,517,18,75
Normandie,BTS,261,12,28
Bourgogne-Franche-Comté,BTS,165,15,27
Auvergne-Rhône-Alpes,BTS,111,18,84
Normandie,BTS,330,29,28
Provence Alpes Côte d'Azur,BTS,265,18,93
Bourgogne-Franche-Comté,BTS,101,17,27
Grand Est,CPGE,198,28,44
Grand Est,BTS,386,31,44
Grand Est,BTS,403,13,44
Normandie,BTS,373,19,28
Normandie,BTS,164,20,28
Auvergne-Rhône-Alpes,BTS,358,10,84
Ile-de-France,Autre formation,259,3,11
Ile-de-France,Autre formation,325,7,11
Auvergne-Rhône-Alpes,BTS,269,24,84
Auvergne-Rhône-Alpes,BTS,263,18,84
Auvergne-Rhône-Alpes,BTS,213,15,84
Ile-de-France,BTS,301,20,11
Ile-de-France,Autre formation,60,8,11
Nouvelle-Aquitaine,BTS,335,26,75
Nouvelle-Aquitaine,CPGE,1047,46,75
Nouvelle-Aquitaine,CPGE,304,36,75
Grand Est,BTS,241,30,44
Grand Est,CPGE,675,24,44
Grand Est,BTS,210,21,44
Grand Est,BTS,173,19,44
Bourgogne-Franche-Comté,BTS,205,11,27
Occitanie,BTS,308,16,76
Auvergne-Rhône-Alpes,BTS,228,20,84
Provence Alpes Côte d'Azur,BTS,369,32,93
Bourgogne-Franche-Comté,BTS,498,29,27
Bourgogne-Franche-Comté,BTS,513,31,27
Occitanie,BTS,294,17,76
Occitanie,BTS,245,21,76
Occitanie,BTS,480,31,76
Grand Est,BTS,236,25,44
Auvergne-Rhône-Alpes,BTS,1005,25,84
Ile-de-France,BTS,304,21,11
Nouvelle-Aquitaine,BTS,170,18,75
Nouvelle-Aquitaine,BTS,456,29,75
Normandie,BTS,379,12,28
Nouvelle-Aquitaine,BTS,77,9,75
Auvergne-Rhône-Alpes,BTS,259,21,84
Provence Alpes Côte d'Azur,BTS,565,32,93
Auvergne-Rhône-Alpes,BTS,373,25,84
Auvergne-Rhône-Alpes,BTS,448,20,84
Auvergne-Rhône-Alpes,BTS,224,11,84
Ile-de-France,CPGE,801,38,11
Occitanie,BTS,603,25,76
Bretagne,BTS,95,12,53
Nouvelle-Aquitaine,BTS,476,18,75
Nouvelle-Aquitaine,BTS,718,25,75
Pays de la Loire,BTS,448,29,52
Provence Alpes Côte d'Azur,CPGE,164,18,93
Provence Alpes Côte d'Azur,BTS,648,22,93
Provence Alpes Côte d'Azur,BTS,1059,20,93
Normandie,Autre formation,430,17,28
Occitanie,BTS,163,9,76
Occitanie,BTS,400,17,76
Occitanie,BTS,676,29,76
Occitanie,BTS,538,25,76
Ile-de-France,BTS,632,28,11
Grand Est,CPGE,266,30,44
Grand Est,BTS,659,33,44
Provence Alpes Côte d'Azur,BTS,119,7,93
Provence Alpes Côte d'Azur,BTS,298,10,93
Auvergne-Rhône-Alpes,BTS,517,22,84
Auvergne-Rhône-Alpes,BTS,231,18,84
Nouvelle-Aquitaine,BTS,113,10,75
Bretagne,BTS,470,24,53
Bourgogne-Franche-Comté,BTS,153,14,27
Nouvelle-Aquitaine,BTS,592,30,75
Provence Alpes Côte d'Azur,BTS,415,23,93
Ile-de-France,BTS,349,19,11
Ile-de-France,Autre formation,246,8,11
Bretagne,CPGE,109,24,53
Bretagne,BTS,216,17,53
Grand Est,CPGE,263,24,44
Ile-de-France,CPGE,1685,86,11
Ile-de-France,CPGE,1082,48,11
Ile-de-France,CPGE,322,38,11
Pays de la Loire,Autre formation,222,22,52
Auvergne-Rhône-Alpes,BTS,142,14,84
Auvergne-Rhône-Alpes,CPGE,36,13,84
Nouvelle-Aquitaine,CPGE,3181,143,75
Nouvelle-Aquitaine,CPGE,2712,94,75
Bourgogne-Franche-Comté,BTS,977,22,27
Auvergne-Rhône-Alpes,BTS,359,10,84
Occitanie,BTS,152,14,76
Bretagne,CPGE,540,32,53
Nouvelle-Aquitaine,BTS,183,13,75
Nouvelle-Aquitaine,CPGE,297,16,75
Occitanie,BTS,208,15,76
Ile-de-France,BTS,244,28,11
Bourgogne-Franche-Comté,CPGE,303,21,27
Pays de la Loire,Autre formation,269,21,52
Nouvelle-Aquitaine,BTS,1680,63,75
Grand Est,BTS,216,26,44
Normandie,BTS,255,20,28
Occitanie,CPGE,464,25,76
Bretagne,BTS,194,26,53
Normandie,BTS,57,9,28
Normandie,BTS,86,13,28
Normandie,Autre formation,76,6,28
Auvergne-Rhône-Alpes,CPGE,480,30,84
Grand Est,CPGE,302,45,44
Pays de la Loire,BTS,246,21,52
Occitanie,CPGE,118,22,76
Ile-de-France,BTS,236,19,11
Nouvelle-Aquitaine,BTS,210,21,75
Ile-de-France,BTS,900,20,11
Occitanie,BTS,87,10,76
Grand Est,BTS,285,17,44
Occitanie,CPGE,505,43,76
Occitanie,BTS,2226,73,76
Occitanie,BTS,962,51,76
Normandie,BTS,237,13,28
Normandie,BTS,146,11,28
Normandie,BTS,90,12,28
Ile-de-France,BTS,529,28,11
Ile-de-France,BTS,1048,64,11
Provence Alpes Côte d'Azur,BTS,190,17,93
Ile-de-France,BTS,716,22,11
Bourgogne-Franche-Comté,BTS,144,24,27
Bourgogne-Franche-Comté,BTS,86,12,27
Provence Alpes Côte d'Azur,CPGE,1179,96,93
Auvergne-Rhône-Alpes,CPGE,223,23,84
Auvergne-Rhône-Alpes,BTS,157,13,84
Auvergne-Rhône-Alpes,BTS,282,18,84
Ile-de-France,Autre formation,766,23,11
Ile-de-France,CPGE,539,25,11
Nouvelle-Aquitaine,BTS,102,10,75
Auvergne-Rhône-Alpes,BTS,111,12,84
Provence Alpes Côte d'Azur,BTS,328,20,93
Provence Alpes Côte d'Azur,BTS,200,23,93
Provence Alpes Côte d'Azur,BTS,277,24,93
Ile-de-France,BTS,752,23,11
Auvergne-Rhône-Alpes,BTS,130,23,84
Auvergne-Rhône-Alpes,BTS,169,15,84
Ile-de-France,Autre formation,199,2,11
Occitanie,BTS,384,27,76
Bretagne,BTS,217,15,53
Provence Alpes Côte d'Azur,BTS,184,8,93
Normandie,CPGE,1244,47,28
Normandie,BTS,708,5,28
Ile-de-France,BTS,998,31,11
Ile-de-France,CPGE,263,22,11
Bretagne,BTS,216,11,53
Provence Alpes Côte d'Azur,BTS,1507,23,93
Provence Alpes Côte d'Azur,BTS,162,19,93
Provence Alpes Côte d'Azur,Autre formation,77,6,93
Ile-de-France,BTS,380,25,11
Auvergne-Rhône-Alpes,BTS,136,7,84
Ile-de-France,CPGE,1002,74,11
Ile-de-France,CPGE,295,35,11
Ile-de-France,BTS,911,60,11
Ile-de-France,BTS,362,27,11
Occitanie,BTS,343,25,76
Occitanie,BTS,359,11,76
Bretagne,BTS,334,37,53
Occitanie,BTS,279,21,76
Occitanie,Autre formation,55,5,76
Pays de la Loire,CPGE,275,34,52
Pays de la Loire,BTS,259,23,52
Pays de la Loire,BTS,676,49,52
Normandie,BTS,76,9,28
Ile-de-France,BTS,173,33,11
Ile-de-France,BTS,1188,25,11
Bourgogne-Franche-Comté,Autre formation,59,7,27
Nouvelle-Aquitaine,Autre formation,93,7,75
Occitanie,BTS,272,14,76
Bourgogne-Franche-Comté,BTS,162,20,27
Ile-de-France,CPGE,380,33,11
Occitanie,BTS,198,19,76
Auvergne-Rhône-Alpes,BTS,104,24,84
Ile-de-France,CPGE,236,26,11
Occitanie,BTS,200,29,76
Occitanie,BTS,597,34,76
Occitanie,BTS,218,30,76
Pays de la Loire,BTS,957,25,52
Occitanie,BTS,229,13,76
Occitanie,BTS,38,15,76
Pays de la Loire,BTS,289,29,52
Pays de la Loire,BTS,212,10,52
Bretagne,BTS,260,63,53
Nouvelle-Aquitaine,Autre formation,622,16,75
Nouvelle-Aquitaine,BTS,117,12,75
Nouvelle-Aquitaine,BTS,43,8,75
Nouvelle-Aquitaine,BTS,151,21,75
Nouvelle-Aquitaine,BTS,128,17,75
Auvergne-Rhône-Alpes,BTS,100,9,84
Auvergne-Rhône-Alpes,BTS,60,11,84
Ile-de-France,BTS,112,24,11
Ile-de-France,Autre formation,78,7,11
Ile-de-France,Autre formation,50,6,11
Ile-de-France,BTS,187,8,11
Auvergne-Rhône-Alpes,Autre formation,2,0,84
Provence Alpes Côte d'Azur,Autre formation,151,6,93
Provence Alpes Côte d'Azur,BTS,730,10,93
Nouvelle-Aquitaine,Autre formation,89,5,75
Ile-de-France,BTS,1191,11,11
Ile-de-France,BTS,130,16,11
Pays de la Loire,BTS,133,12,52
Bretagne,Autre formation,2,2,53
Provence Alpes Côte d'Azur,BTS,277,8,93
Auvergne-Rhône-Alpes,BTS,708,3,84
Auvergne-Rhône-Alpes,Autre formation,124,4,84
Nouvelle-Aquitaine,Autre formation,12,2,75
Bretagne,BTS,434,24,53
Auvergne-Rhône-Alpes,BTS,939,30,84
Bretagne,BTS,99,8,53
Bretagne,Autre formation,82,9,53
Nouvelle-Aquitaine,BTS,1322,9,75
Provence Alpes Côte d'Azur,BTS,179,21,93
Auvergne-Rhône-Alpes,BTS,76,7,84
Ile-de-France,Autre formation,25,10,11
Bretagne,Autre formation,41,6,53
Occitanie,BTS,156,9,76
Provence Alpes Côte d'Azur,BTS,391,11,93
Grand Est,Autre formation,51,12,44
Normandie,BTS,27,4,28
Nouvelle-Aquitaine,Autre formation,71,10,75
Nouvelle-Aquitaine,BTS,778,8,75
Ile-de-France,Autre formation,124,2,11
Ile-de-France,Autre formation,78,2,11
Nouvelle-Aquitaine,BTS,254,13,75
Nouvelle-Aquitaine,BTS,227,24,75
Occitanie,BTS,381,17,76
Provence Alpes Côte d'Azur,BTS,398,15,93
Nouvelle-Aquitaine,Autre formation,33,7,75
Provence Alpes Côte d'Azur,BTS,661,13,93
Ile-de-France,Autre formation,29,4,11
Nouvelle-Aquitaine,Autre formation,114,12,75
Occitanie,BTS,180,11,76
Provence Alpes Côte d'Azur,Autre formation,25,4,93
Auvergne-Rhône-Alpes,BTS,272,23,84
Bourgogne-Franche-Comté,BTS,171,11,27
Nouvelle-Aquitaine,Autre formation,40,4,75
Provence Alpes Côte d'Azur,BTS,265,9,93
Occitanie,BTS,213,14,76
Pays de la Loire,Autre formation,26,9,52
Auvergne-Rhône-Alpes,BTS,139,13,84
Provence Alpes Côte d'Azur,BTS,41,8,93
Normandie,BTS,291,12,28
Grand Est,Autre formation,54,12,44
Occitanie,BTS,498,19,76
Nouvelle-Aquitaine,Autre formation,140,8,75
Bretagne,Autre formation,89,9,53
Provence Alpes Côte d'Azur,BTS,146,9,93
Ile-de-France,BTS,222,18,11
Ile-de-France,BTS,172,11,11
Normandie,BTS,390,24,28
Ile-de-France,BTS,1148,8,11
Nouvelle-Aquitaine,BTS,186,23,75
Nouvelle-Aquitaine,BTS,450,24,75
Nouvelle-Aquitaine,BTS,686,25,75
Nouvelle-Aquitaine,BTS,68,11,75
Bourgogne-Franche-Comté,BTS,139,10,27
Bourgogne-Franche-Comté,BTS,324,22,27
Pays de la Loire,BTS,67,3,52
Nouvelle-Aquitaine,Autre formation,188,12,75
Normandie,BTS,357,12,28
Occitanie,BTS,204,17,76
Provence Alpes Côte d'Azur,BTS,498,20,93
Pays de la Loire,BTS,244,11,52
Pays de la Loire,BTS,88,4,52
Pays de la Loire,BTS,686,29,52
Provence Alpes Côte d'Azur,BTS,301,13,93
Provence Alpes Côte d'Azur,BTS,121,12,93
Provence Alpes Côte d'Azur,BTS,509,11,93
Bourgogne-Franche-Comté,BTS,98,8,27
Ile-de-France,BTS,206,22,11
Auvergne-Rhône-Alpes,BTS,372,15,84
Ile-de-France,BTS,453,31,11
Nouvelle-Aquitaine,CPGE,557,45,75
Nouvelle-Aquitaine,BTS,299,21,75
Ile-de-France,BTS,916,40,11
Auvergne-Rhône-Alpes,BTS,220,23,84
Provence Alpes Côte d'Azur,BTS,120,7,93
Bretagne,BTS,400,26,53
Auvergne-Rhône-Alpes,BTS,140,19,84
Occitanie,CPGE,210,18,76
Occitanie,Autre formation,480,35,76
Occitanie,Autre formation,759,12,76
Occitanie,Autre formation,158,11,76
Auvergne-Rhône-Alpes,BTS,763,31,84
Ile-de-France,BTS,860,27,11
Ile-de-France,BTS,964,22,11
Ile-de-France,BTS,657,29,11
Ile-de-France,Autre formation,445,21,11
Pays de la Loire,BTS,41,6,52
Pays de la Loire,BTS,140,12,52
Grand Est,BTS,914,27,44
Grand Est,BTS,344,32,44
Auvergne-Rhône-Alpes,BTS,222,29,84
Auvergne-Rhône-Alpes,BTS,234,17,84
Auvergne-Rhône-Alpes,BTS,95,20,84
Auvergne-Rhône-Alpes,BTS,82,4,84
Ile-de-France,BTS,206,18,11
Ile-de-France,BTS,869,28,11
Provence Alpes Côte d'Azur,BTS,141,17,93
Provence Alpes Côte d'Azur,BTS,176,19,93
Provence Alpes Côte d'Azur,BTS,46,1,93
Pays de la Loire,BTS,517,28,52
Pays de la Loire,BTS,499,28,52
Auvergne-Rhône-Alpes,BTS,87,6,84
Pays de la Loire,BTS,161,12,52
Pays de la Loire,BTS,344,18,52
Auvergne-Rhône-Alpes,BTS,280,20,84
Auvergne-Rhône-Alpes,BTS,148,16,84
Auvergne-Rhône-Alpes,BTS,236,17,84
Bourgogne-Franche-Comté,BTS,184,23,27
Provence Alpes Côte d'Azur,CPGE,285,20,93
Provence Alpes Côte d'Azur,BTS,818,22,93
Provence Alpes Côte d'Azur,BTS,2054,11,93
Ile-de-France,CPGE,289,15,11
Ile-de-France,BTS,276,32,11
Ile-de-France,BTS,306,32,11
Bretagne,CPGE,365,44,53
Bourgogne-Franche-Comté,BTS,144,23,27
Auvergne-Rhône-Alpes,BTS,176,10,84
Ile-de-France,CPGE,32,0,11
Bourgogne-Franche-Comté,BTS,89,8,27
Bourgogne-Franche-Comté,BTS,82,15,27
Auvergne-Rhône-Alpes,BTS,131,12,84
Auvergne-Rhône-Alpes,BTS,166,11,84
Normandie,BTS,137,14,28
Bourgogne-Franche-Comté,BTS,173,18,27
Nouvelle-Aquitaine,BTS,106,13,75
Nouvelle-Aquitaine,BTS,127,10,75
Auvergne-Rhône-Alpes,CPGE,1126,37,84
Auvergne-Rhône-Alpes,BTS,129,11,84
Ile-de-France,CPGE,535,39,11
Occitanie,BTS,179,11,76
Ile-de-France,CPGE,638,46,11
Nouvelle-Aquitaine,BTS,162,12,75
Nouvelle-Aquitaine,BTS,156,20,75
Normandie,BTS,623,26,28
Normandie,BTS,542,28,28
Nouvelle-Aquitaine,BTS,800,22,75
Nouvelle-Aquitaine,BTS,829,32,75
Auvergne-Rhône-Alpes,BTS,621,16,84
Occitanie,Autre formation,103,11,76
Normandie,BTS,321,30,28
Normandie,BTS,147,27,28
Auvergne-Rhône-Alpes,CPGE,855,49,84
Auvergne-Rhône-Alpes,BTS,734,19,84
Pays de la Loire,CPGE,292,19,52
Occitanie,CPGE,367,34,76
Occitanie,BTS,155,9,76
Occitanie,BTS,367,32,76
Normandie,CPGE,139,18,28
Provence Alpes Côte d'Azur,BTS,564,14,93
Auvergne-Rhône-Alpes,BTS,501,58,84
Normandie,BTS,133,14,28
Grand Est,BTS,156,28,44
Auvergne-Rhône-Alpes,BTS,1012,23,84
Bourgogne-Franche-Comté,BTS,1113,20,27
Ile-de-France,BTS,1959,23,11
Auvergne-Rhône-Alpes,BTS,286,10,84
Auvergne-Rhône-Alpes,BTS,331,8,84
Auvergne-Rhône-Alpes,BTS,166,16,84
Normandie,BTS,260,29,28
Ile-de-France,BTS,189,13,11
Provence Alpes Côte d'Azur,BTS,196,23,93
Ile-de-France,BTS,89,11,11
Provence Alpes Côte d'Azur,BTS,93,17,93
Bretagne,BTS,180,22,53
Pays de la Loire,BTS,241,20,52
Bretagne,BTS,144,16,53
Bretagne,BTS,104,10,53
Bretagne,CPGE,190,39,53
Bretagne,BTS,285,23,53
Bretagne,BTS,104,21,53
Pays de la Loire,BTS,134,26,52
Occitanie,BTS,82,13,76
Nouvelle-Aquitaine,BTS,751,12,75
Provence Alpes Côte d'Azur,BTS,33,7,93
Grand Est,BTS,151,12,44
Grand Est,Autre formation,321,17,44
Pays de la Loire,BTS,313,32,52
Occitanie,BTS,83,5,76
Occitanie,BTS,217,22,76
Ile-de-France,CPGE,2197,96,11
Ile-de-France,CPGE,1490,91,11
Pays de la Loire,BTS,105,23,52
Pays de la Loire,Autre formation,104,12,52
Pays de la Loire,Autre formation,289,32,52
Bretagne,Autre formation,150,12,53
Bretagne,BTS,126,29,53
Occitanie,BTS,1081,35,76
Bretagne,BTS,200,20,53
Ile-de-France,BTS,1482,7,11
Ile-de-France,BTS,1282,9,11
Ile-de-France,BTS,556,7,11
Ile-de-France,BTS,273,10,11
Nouvelle-Aquitaine,BTS,794,31,75
Ile-de-France,BTS,317,12,11
Auvergne-Rhône-Alpes,BTS,525,27,84
Auvergne-Rhône-Alpes,BTS,400,21,84
Provence Alpes Côte d'Azur,BTS,405,26,93
Grand Est,BTS,159,21,44
Occitanie,CPGE,539,27,76
Ile-de-France,BTS,251,20,11
Provence Alpes Côte d'Azur,CPGE,1204,40,93
Provence Alpes Côte d'Azur,Autre formation,392,24,93
Normandie,BTS,649,30,28
Bretagne,BTS,110,12,53
Ile-de-France,CPGE,1894,55,11
Nouvelle-Aquitaine,BTS,74,21,75
Normandie,BTS,364,14,28
Normandie,BTS,714,29,28
Ile-de-France,BTS,369,20,11
Bretagne,BTS,249,22,53
Bretagne,BTS,57,2,53
Auvergne-Rhône-Alpes,BTS,727,22,84
Provence Alpes Côte d'Azur,BTS,355,27,93
Provence Alpes Côte d'Azur,BTS,560,12,93
Provence Alpes Côte d'Azur,BTS,227,8,93
Bourgogne-Franche-Comté,BTS,69,13,27
Occitanie,BTS,98,18,76
Ile-de-France,CPGE,967,74,11
Provence Alpes Côte d'Azur,BTS,986,18,93
Normandie,CPGE,1046,93,28
Bretagne,BTS,267,29,53
Occitanie,BTS,170,13,76
Occitanie,BTS,146,8,76
Ile-de-France,BTS,318,12,11
Ile-de-France,BTS,617,28,11
Ile-de-France,BTS,775,50,11
Ile-de-France,Autre formation,995,32,11
Bretagne,BTS,95,16,53
Bretagne,BTS,323,35,53
Nouvelle-Aquitaine,BTS,86,17,75
Bretagne,BTS,42,13,53
Normandie,BTS,100,42,28
Grand Est,BTS,141,5,44
Bretagne,CPGE,795,59,53
Auvergne-Rhône-Alpes,Autre formation,21550,110,84
Auvergne-Rhône-Alpes,Autre formation,21669,23,84
Auvergne-Rhône-Alpes,Autre formation,21375,107,84
Grand Est,Autre formation,21595,119,44
Ile-de-France,Autre formation,21333,30,11
Occitanie,Autre formation,71,4,76
Pays de la Loire,BTS,87,6,52
Ile-de-France,Licence,1659,100,11
Ile-de-France,Licence,102,10,11
Ile-de-France,Licence,745,48,11
Ile-de-France,Licence,197,23,11
Ile-de-France,Licence,32,3,11
Ile-de-France,Licence,44,6,11
Ile-de-France,Licence,68,1,11
Ile-de-France,Licence,49,2,11
Ile-de-France,Licence,64,1,11
Ile-de-France,Licence,32,4,11
Ile-de-France,Licence,692,4,11
Auvergne-Rhône-Alpes,Autre formation,21704,62,84
Pays de la Loire,Licence,2197,328,52
Pays de la Loire,Licence,137,19,52
Pays de la Loire,Licence,1716,258,52
Pays de la Loire,Licence,263,34,52
Pays de la Loire,Licence,162,13,52
Pays de la Loire,Licence,151,12,52
Pays de la Loire,Licence,412,63,52
Nouvelle-Aquitaine,Licence,1873,52,75
Nouvelle-Aquitaine,Licence,2201,307,75
Nouvelle-Aquitaine,Licence,1009,150,75
Nouvelle-Aquitaine,Licence,110,5,75
Nouvelle-Aquitaine,Licence,1177,129,75
Nouvelle-Aquitaine,Licence,2504,381,75
Nouvelle-Aquitaine,Licence,232,18,75
Nouvelle-Aquitaine,Licence,272,26,75
Nouvelle-Aquitaine,Licence,677,23,75
Auvergne-Rhône-Alpes,Autre formation,163,12,84
Auvergne-Rhône-Alpes,Autre formation,210,37,84
Auvergne-Rhône-Alpes,Autre formation,1018,30,84
